title_en;title_nl;accessRights;applicableLegislation;contactPoint_name;contactPoint_email;creator_name;creator_email;creator_identifier;creator_url;description_en;description_nl;identifier;keywords;publisher_name_en;publisher_name_nl;publisher_email;publisher_identifier;publisher_url;theme;numberOfUniqueIndividuals;numberOfRecords
MAA PSI PANC;MAA PSI PANC;RESTRICTED;https://eur-lex.europa.eu/eli/reg/2025/327/oj;LUMC Biobankorganisatie;biobankorganisatie@lumc.nl;prof.dr. M.E. (Monique) van Leerdam;M.E.van_Leerdam@lumc.nl;c43;https://www.lumc.nl;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;43;Lorem, ipsum, dolor, sit, amet;Leiden University Medical Center;Leids Universitair Medisch Centrum;biobankorganisatie@lumc.nl;https://ror.org/05xvt9f17;https://www.lumc.nl;HEAL;122;452
MeO CURA ONCO;MeO CURA ONCO;RESTRICTED;https://eur-lex.europa.eu/eli/reg/2025/327/oj;LUMC Biobankorganisatie;biobankorganisatie@lumc.nl;prof. A.J. (Hans) Gelderblom;A.J.Gelderblom@lumc.nl;c44;https://www.lumc.nl;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;44;Lorem, ipsum, dolor, sit, amet;Leiden University Medical Center;Leids Universitair Medisch Centrum;biobankorganisatie@lumc.nl;https://ror.org/05xvt9f17;https://www.lumc.nl;HEAL;62;576
MM CURA BIA;MM CURA BIA;RESTRICTED;https://eur-lex.europa.eu/eli/reg/2025/327/oj;LUMC Biobankorganisatie;biobankorganisatie@lumc.nl;dr. J.J.C. (Jutte) de Vries;J.J.C.de_Vries@lumc.nl;c45;https://www.lumc.nl;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;45;Lorem, ipsum, dolor, sit, amet;Leiden University Medical Center;Leids Universitair Medisch Centrum;biobankorganisatie@lumc.nl;https://ror.org/05xvt9f17;https://www.lumc.nl;HEAL;257;1078
MM CURA LYMFE;MM CURA LYMFE;RESTRICTED;https://eur-lex.europa.eu/eli/reg/2025/327/oj;LUMC Biobankorganisatie;biobankorganisatie@lumc.nl;dr. S.P. (Simon) Jochems;S.P.Jochems@lumc.nl;c46;https://www.lumc.nl;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;46;Lorem, ipsum, dolor, sit, amet;Leiden University Medical Center;Leids Universitair Medisch Centrum;biobankorganisatie@lumc.nl;https://ror.org/05xvt9f17;https://www.lumc.nl;HEAL;6;7
MM CURA TONSIL;MM CURA TONSIL;RESTRICTED;https://eur-lex.europa.eu/eli/reg/2025/327/oj;LUMC Biobankorganisatie;biobankorganisatie@lumc.nl;dr. S.P. (Simon) Jochems;S.P.Jochems@lumc.nl;c47;https://www.lumc.nl;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;47;Lorem, ipsum, dolor, sit, amet;Leiden University Medical Center;Leids Universitair Medisch Centrum;biobankorganisatie@lumc.nl;https://ror.org/05xvt9f17;https://www.lumc.nl;HEAL;37;495
NEU CURA CHPIJN;NEU CURA CHPIJN;RESTRICTED;https://eur-lex.europa.eu/eli/reg/2025/327/oj;LUMC Biobankorganisatie;biobankorganisatie@lumc.nl;dr. R. (Rolf) Fronczek;R.Fronczek@lumc.nl;c48;https://www.lumc.nl;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;48;Lorem, ipsum, dolor, sit, amet;Leiden University Medical Center;Leids Universitair Medisch Centrum;biobankorganisatie@lumc.nl;https://ror.org/05xvt9f17;https://www.lumc.nl;HEAL;70;259
NEU CURA CORONIS;NEU CURA CORONIS;RESTRICTED;https://eur-lex.europa.eu/eli/reg/2025/327/oj;LUMC Biobankorganisatie;biobankorganisatie@lumc.nl;prof.dr. M.V. (Menno) Huisman;M.V.Huisman@lumc.nl;c49;https://www.lumc.nl;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;49;Lorem, ipsum, dolor, sit, amet;Leiden University Medical Center;Leids Universitair Medisch Centrum;biobankorganisatie@lumc.nl;https://ror.org/05xvt9f17;https://www.lumc.nl;HEAL;47;247
NEU CURA CREW;NEU CURA CREW;RESTRICTED;https://eur-lex.europa.eu/eli/reg/2025/327/oj;LUMC Biobankorganisatie;biobankorganisatie@lumc.nl;prof.dr. G.M. (Gisela) Terwindt;G.M.Terwindt@lumc.nl;c50;https://www.lumc.nl;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;50;Lorem, ipsum, dolor, sit, amet;Leiden University Medical Center;Leids Universitair Medisch Centrum;biobankorganisatie@lumc.nl;https://ror.org/05xvt9f17;https://www.lumc.nl;HEAL;200;1008
NEU CURA CVA;NEU CURA CVA;RESTRICTED;https://eur-lex.europa.eu/eli/reg/2025/327/oj;LUMC Biobankorganisatie;biobankorganisatie@lumc.nl;prof.dr. J.J.G.M. (Jan) Verschuuren;J.J.G.M.Verschuuren@lumc.nl;c51;https://www.lumc.nl;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;51;Lorem, ipsum, dolor, sit, amet;Leiden University Medical Center;Leids Universitair Medisch Centrum;biobankorganisatie@lumc.nl;https://ror.org/05xvt9f17;https://www.lumc.nl;HEAL;1127;2700
NEU CURA DBMD;NEU CURA DBMD;RESTRICTED;https://eur-lex.europa.eu/eli/reg/2025/327/oj;LUMC Biobankorganisatie;biobankorganisatie@lumc.nl;prof.dr. J.J.G.M. (Jan) Verschuuren;J.J.G.M.Verschuuren@lumc.nl;c52;https://www.lumc.nl;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;52;Lorem, ipsum, dolor, sit, amet;Leiden University Medical Center;Leids Universitair Medisch Centrum;biobankorganisatie@lumc.nl;https://ror.org/05xvt9f17;https://www.lumc.nl;HEAL;106;586
NEU CURA FIT2D;NEU CURA FIT2D;RESTRICTED;https://eur-lex.europa.eu/eli/reg/2025/327/oj;LUMC Biobankorganisatie;biobankorganisatie@lumc.nl;prof.dr. J.J.G.M. (Jan) Verschuuren;J.J.G.M.Verschuuren@lumc.nl;c53;https://www.lumc.nl;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;53;Lorem, ipsum, dolor, sit, amet;Leiden University Medical Center;Leids Universitair Medisch Centrum;biobankorganisatie@lumc.nl;https://ror.org/05xvt9f17;https://www.lumc.nl;HEAL;1;3
NEU CURA HCHWA-D;NEU CURA HCHWA-D;RESTRICTED;https://eur-lex.europa.eu/eli/reg/2025/327/oj;LUMC Biobankorganisatie;biobankorganisatie@lumc.nl;dr. E.S. (Ellis) van Etten;E.S.van_Etten@lumc.nl;c54;https://www.lumc.nl;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;54;Lorem, ipsum, dolor, sit, amet;Leiden University Medical Center;Leids Universitair Medisch Centrum;biobankorganisatie@lumc.nl;https://ror.org/05xvt9f17;https://www.lumc.nl;HEAL;209;1925
NEU CURA HPIJN;NEU CURA HPIJN;RESTRICTED;https://eur-lex.europa.eu/eli/reg/2025/327/oj;LUMC Biobankorganisatie;biobankorganisatie@lumc.nl;prof.dr. G.M. (Gisela) Terwindt;G.M.Terwindt@lumc.nl;c55;https://www.lumc.nl;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;55;Lorem, ipsum, dolor, sit, amet;Leiden University Medical Center;Leids Universitair Medisch Centrum;biobankorganisatie@lumc.nl;https://ror.org/05xvt9f17;https://www.lumc.nl;HEAL;548;3187
NEU CURA HunD;NEU CURA HunD;RESTRICTED;https://eur-lex.europa.eu/eli/reg/2025/327/oj;LUMC Biobankorganisatie;biobankorganisatie@lumc.nl;dr. S.T. (Susanne) de Bot;S.T.de_Bot@lumc.nl;c56;https://www.lumc.nl;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;56;Lorem, ipsum, dolor, sit, amet;Leiden University Medical Center;Leids Universitair Medisch Centrum;biobankorganisatie@lumc.nl;https://ror.org/05xvt9f17;https://www.lumc.nl;HEAL;503;5017
NEU CURA MG173;NEU CURA MG173;RESTRICTED;https://eur-lex.europa.eu/eli/reg/2025/327/oj;LUMC Biobankorganisatie;biobankorganisatie@lumc.nl;prof.dr. J.J.G.M. (Jan) Verschuuren;J.J.G.M.Verschuuren@lumc.nl;c57;https://www.lumc.nl;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;57;Lorem, ipsum, dolor, sit, amet;Leiden University Medical Center;Leids Universitair Medisch Centrum;biobankorganisatie@lumc.nl;https://ror.org/05xvt9f17;https://www.lumc.nl;HEAL;115;226
NEU CURA NARCO;NEU CURA NARCO;RESTRICTED;https://eur-lex.europa.eu/eli/reg/2025/327/oj;LUMC Biobankorganisatie;biobankorganisatie@lumc.nl;prof.dr. J.J.G.M. (Jan) Verschuuren;J.J.G.M.Verschuuren@lumc.nl;c58;https://www.lumc.nl;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;58;Lorem, ipsum, dolor, sit, amet;Leiden University Medical Center;Leids Universitair Medisch Centrum;biobankorganisatie@lumc.nl;https://ror.org/05xvt9f17;https://www.lumc.nl;HEAL;87;242
NEU CURA NMZ;NEU CURA NMZ;RESTRICTED;https://eur-lex.europa.eu/eli/reg/2025/327/oj;LUMC Biobankorganisatie;biobankorganisatie@lumc.nl;prof.dr. J.J.G.M. (Jan) Verschuuren;J.J.G.M.Verschuuren@lumc.nl;c59;https://www.lumc.nl;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;59;Lorem, ipsum, dolor, sit, amet;Leiden University Medical Center;Leids Universitair Medisch Centrum;biobankorganisatie@lumc.nl;https://ror.org/05xvt9f17;https://www.lumc.nl;HEAL;802;5873
NEU CURA PARK;NEU CURA PARK;RESTRICTED;https://eur-lex.europa.eu/eli/reg/2025/327/oj;LUMC Biobankorganisatie;biobankorganisatie@lumc.nl;prof.dr. J.J.G.M. (Jan) Verschuuren;J.J.G.M.Verschuuren@lumc.nl;c60;https://www.lumc.nl;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;60;Lorem, ipsum, dolor, sit, amet;Leiden University Medical Center;Leids Universitair Medisch Centrum;biobankorganisatie@lumc.nl;https://ror.org/05xvt9f17;https://www.lumc.nl;HEAL;154;418
NEU CURA PPARK;NEU CURA PPARK;RESTRICTED;https://eur-lex.europa.eu/eli/reg/2025/327/oj;LUMC Biobankorganisatie;biobankorganisatie@lumc.nl;dr. M.F. (Fiorella) Contarino;M.F.Contarino@lumc.nl;c61;https://www.lumc.nl;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;61;Lorem, ipsum, dolor, sit, amet;Leiden University Medical Center;Leids Universitair Medisch Centrum;biobankorganisatie@lumc.nl;https://ror.org/05xvt9f17;https://www.lumc.nl;HEAL;289;2414
NEU CURA RVCL;NEU CURA RVCL;RESTRICTED;https://eur-lex.europa.eu/eli/reg/2025/327/oj;LUMC Biobankorganisatie;biobankorganisatie@lumc.nl;prof.dr. G.M. (Gisela) Terwindt;G.M.Terwindt@lumc.nl;c62;https://www.lumc.nl;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;62;Lorem, ipsum, dolor, sit, amet;Leiden University Medical Center;Leids Universitair Medisch Centrum;biobankorganisatie@lumc.nl;https://ror.org/05xvt9f17;https://www.lumc.nl;HEAL;182;2007
NEU CURA sCAA;NEU CURA sCAA;RESTRICTED;https://eur-lex.europa.eu/eli/reg/2025/327/oj;LUMC Biobankorganisatie;biobankorganisatie@lumc.nl;dr. E.S. (Ellis) van Etten;E.S.van_Etten@lumc.nl;c63;https://www.lumc.nl;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.;63;Lorem, ipsum, dolor, sit, amet;Leiden University Medical Center;Leids Universitair Medisch Centrum;biobankorganisatie@lumc.nl;https://ror.org/05xvt9f17;https://www.lumc.nl;HEAL;190;1439
